name,artist_credit
"Rap City's the Bassment (The Best of the Booth 2) (Mixed by Tapemasters Inc. & Keyz)",1
"Garcia Plays Dylan",30866
"Push the Button",242
"Weinst du",1877
"The Bad Seed",48659
Mutiny,48659
Amarantine,88
"Zauber der Klassik",1
"On a Night Like This",305770
"Healing Rain",2050
"The Last 5 Years",229256
"The Sleeping Beauty (Complete Ballet)",1282422
"Visions of the Tenth Chamber",394557
"Pop Party 3",1
"Don't You Want It",59693
"Heard 'em Say",127482
"S. Valentino in Classic, Volume 2: Classica in Spot",1
"G4 & Friends",223406
"Nur zu Besuch: Unplugged im Wiener Burgtheater",1874
Kaleidoscope,9916
"Diamonds & Rust",14284
"Firefly: Original Television Soundtrack",304179
"Native Sons",37604
"Is That You?",193873
Holland,1135
"6 Million Dollar Hand",117632
"Rugged Radio Saturday",49060
"Majestic Marches",1663573
"Dreimal zehn Jahre",1768
"Ravel: BolÃ©ro / Liszt: Les PrÃ©ludes / Tchaikovsky: Ouverture Solonelle "1812"",1601065
"It's Still Living",48659
"Das grosse klassische Wunschkonzert",1
"The Complex",1994
Cycle,3214
"Enjoy the Silence 04",317
"Shoogie Wanna Boogie",2264038
"Resident Evil: Turntable Apocalypse",117632
"The Lightning Fist",117632
"Major Flavours 4",289925
"Major Flavours",289925
"Pyro Technics",117632
"Now Thatâ€™s What I Call Music! 62",1
Deceiver,1833571
"Lookout for Hope",39782
"Thalaba the Destroyer",1150245
"Hotels & Dreamers",34667
"The Nutcracker: Highlights from the Complete Ballet",992765
"Boxfresh Presents: A.Skillz & Krafty Kuts",1
Blues,1058818
Grav,825918
"Anleitung zum UnglÃ¼cklichsein",1436812
"The Piano Tribute to Nine Inch Nails",300515
"The Loves of Isadora",1
"January Joy",213522
"The Governess",41279
Experience,42562
Switch,1536
"Promo Only: Modern Rock Radio, August 2005",1
"Take Me to Your Heaven",309497
Runaway,104167
"Good News for People Who Love Bad News",62
"Classical Occasions Dreams",1
"Classical Occasions Friends",1
"Classical Occasions: Romance",1
"Son of a Plumber",2107211
"Symphonien nos. 8 & 9 Â»Aus der Neuen WeltÂ«",1078238
Diva,136
"Wild Summer 2006",1
"Kerrang! Best of 2005",1
"Media Markt Collection: The 60s",1
"Pure Classics",1
"Renovating->Diverse City",41822
"Gateway to Classical Music, Volume 2",1
"The Life Pursuit",2908
"Spartymix 2005",310846
"The Everything Kanye Mixtape",1
"Hellraiser: Bloodline: Original Soundtrack From the Dimension Film",304751
åŠ£ç­‰æ„Ÿ,137974
Exploration,311320
Eleven,15263
"Nature's Symphonies: Rain Forest",1
"First Impressions of Earth",30696
Carmen,1379706
"Top 100 der Klassik: Die 100 schÃ¶nsten klassischen Melodien",1
"The Best Symphonic Dances",1
"Media Markt Collection: Paul Young",2846
"Castles in the Air",64021
"Symphony no. 6 "PathÃ©tique"",1256967
Morimur,972000
Cinema,138520
"Detroit History, Part 1",1354798
"Spitkicker Collabos, Volume 2",1
"Freshmen Adjustment, Volume 2",127482
"Much Dance 2005",1
"Christmas Adagios",1
Stateless,30947
"The Art of the Trio, Volume 2: Live at the Village Vanguard",122203
"Classica D'Oro, Volume 1",1
"The Art of the Theremin",67015
Kismet,24037
"Media Markt Collection: The Sweet",862166
"The Classical Chillout Album",1
"Dance of the Reed Flutes",122653
"Sleigh Ride",422310
"James Hyman: DJ Mission Vol 007 (License To Thrill)",232849
"The Suicide Girls: Black Heart Retrospective",1
"Streetsweepers Presents: Sunny - Why Ask Why? Ask How!!!",163759
"The Brothers Grimm",134347
"BET Awards: '04 Nominees",1
Heartbreaker,16172
Unpredictable,50128
"Music and Rhythm",1
"Still Life",37149
"Essential Classical Chillout",1
"Classica Dâ€™Oro, Volume 2",1
"Austria / Tor Zwei",68619
"Eclipse: Das schwarze Denkmal",68619
"Prince of Persia: Warrior Within",195840
"The Best Waltes",1
"Confessions on a Dance Floor",89
"Media Markt Collection: Cyndi Lauper",231
"Nothing Really Matters",89
"Soul'd Out",125494
"Just Fuck",186450
"Waltz - the King of Ballroom",1
"Too Late to Turn Back Now",11922
Commonwealth,11922
"Beef or Chicken",317786
"46664, Part 3: Amandla",1
"Hurricane Relief: Come Together Now",1
"The Day After",50270
Scared,6958
"Opera Arias",16360
"Close My Eyes Forever (remix)",8080
"Fabric Big Issue CD",96426
"Absolute Barnfavoriter",1
Metatron,30733
"Vinyl Combat",117632
"Lost & Found: 1961â€“1962",1135
"The Messiah",1575460
"BBC Music, Volume 11, Number 10: Debussy: Pour le piano; Images / Ravel: Le tombeau de Couperin",1408931
"Georgia: Rustavi Choir & Duduki Trio",1201089
"Paper Music",23935
"Softly as a Summer Breeze",21043
"Cream Live Two",1
"Absence of Faith: The Tribute to Nine Inch Nails",1
"Just for You",1
"Symphony No. 2 / Overture-Fantasy "Romeo and Juliet" / 1812 Overture",1242719
"Get in Where You Fit In",118198
"Strength EP",131211
"BolÃ©ro / La Valse / Pavane pour une infante dÃ©funte / Daphnis et ChloÃ©: Suite no. 2",1532369
"Hot Rod",1639922
"Mad About the Classics",1
"Get Well Soon...",127482
"Up All Night",127720
"Can You Do It?",58604
"Greatest Hits I & II",192
"Media Markt Collection: The 80s, Volume 2",1
"Symphony no. 8",1468850
"Nutcracker / Swan Lake / Sleeping Beauty (Highlights)",122653
"Velvet Classics",1
"Batten the Hatches",320976
"The Romantic Classics",1
"Media Markt Collection: The 90s",1
"Simply Classical",1
"MontrÃ©al Passion",1015900
"MontrÃ©al Enchantement",1015900
"Swan Lake",1279985
"So Fresh: The Hits of Spring 2005",1
"Believe in Nothing",2147
"Cooking for Pump-Kin: Phase One",98146
"The Beatnuts Remix EP: The Spot",30408
"The Jazz Brothers",2150772
"Hip Hop Connection: Mark Ronson Presents Rhymefest",160602
"Traveling Melodies",1
"The Massacre",20544
"Piano Interludes",1
"Chants de marins",183855
Munich,94
"Coffeehouse Classics",1
"Universe 5: A Hearts of Space Collection",1
"Folkways: A Vision Shared: A Tribute to Woody Guthrie and Leadbelly",1
"Too Late to Cry",316477
"Change It All",106127
"Early Enrollment",127482
"The College Dropout Mixtape",127482
"La pub se la joue classique",1
"Crazy Enough to Sing to You",323157
"Summer Anthems",48454
"We Got It for Cheap, Volume 2",50761
"Symphony no. 1 "Winter Dreams" / Francesca da Rimini",1494831
"Scriabin: Symphony no. 3 / Tchaikovsky: Romeo and Juliet",1913236
"Mountain Passages",34472
"Recesses for the Depraved",202631
"100% Hits: Best of â€™98",1
Now,146909
"Promo Only: Mainstream Radio, October 2005",1
Waterfalls,2944
Jukebox,167894
"Rectangle's Big Adventure",117632
"Karajan conducts Tchaikovsky",1061181
"Meditation: Classical Relaxation, Vol. 4",1
"Killer Instinct",347
"No Doubt",479
"Lights and Sounds",64489
"Tye / William Mundy: Choral Works (Oxford Camerata feat. conductor: Jeremy Summerly)",1
"Violin Concertos",1260711
"Aangenaam Romantiek Plus '95",1
"Psycho-Head Blowout",2501
"Pig Heaven",2501
"1994-10-31: Love It to Death: Houston, TX, USA",347
"The Instruments of Classical Music, Vol. 7: The Piano",1
"Demo Tracks #01",1
"August Moon",37279
"The R&B Yearbook",1
"Soubrette Sings Broadway Hit Songs",34741
"Classic Film Music",1
"The Body Theme",65106
"Prayers of Steel",281854
"Cinematic Treatment",14662
"Baby's First Classics",1
"Lovers Concerto",1
"Rhapsody in Blue / An American in Paris / Porgy and Bess (Orchestral Suite)",1376631
10cc,18
Hallucinations,16359
"Best of Wiener Philharmoniker",238351
"Our Music",31453
"R&B Clubmix",1
"Holy Terror",36886
Born,328368
"Lda V the Lunatics",1273539
"En attendant Cousteau / Waiting for Cousteau",3283
"Swan Lake / Sleeping Beauty / The Nutcracker",1750899
"Kiss Jams",1
"2005-12-13: Live KROQ Almost Acoustic Christmas: Gibson Amphitheatre, Universal City, CA, USA",347
"Countdown to Armageddon, Part 2: Back to the Lab",1
"Best of Black '04",1
"We Collide",42513
"Prayers on Fire",48659
"Hard Core",321586
"La Cetra",1551407
Synchestra,90022
"Hot Rods & Custom Classics",1
"Sleeping With Ghosts",1965
44,22914
"Drum and Bass Armageddon 2",1
"Speak & Spell",317
"2000 mil, 400 nÃ¤tter",330998
"Die WalkÃ¼re",1239442
"Drowning in a Sea of Love",163688
"Suspended Animation",158335
"The Thing I Like",358
"Lush Life",36824
"Die schÃ¶nsten Klavierkonzerte",1
"Media Markt Collection: Party Hits",1
MatthÃ¤us-Passion,1323439
Hospitalised,823174
"The String Quartets",1295794
"The Fiery Angel",1878617
"Sad Street",1211767
Siegfried,1239442
Candlemass,5206
"Muscle Car",171674
"Das Rheingold",1239442
GÃ¶tterdÃ¤mmerung,1239442
"Step It Up",333919
Kweli:Confidential,43129
"Bring It Down (This Insane Thing)",160817
"Les Contes dâ€™Hoffmann",2529132
"My Blue Ocean",66179
"Praise the Lord",114192
Walpurgis,626469
Antmusic,2003198
"Keys to the World",1960
"Slam the Breaks On II",1
"Music of the Gothic Era",973297
"Fragile in Berlin",347
"She Sells Sanctuary",1133
XC-NN,79577
"At War With the Mystics",1114
"Freedom to Rock",132204
"Berceuses & jeux interdits",1004054
"Liszt / Schubert / Tchaikovsky / Rachmaninov / Grieg / Strauss",2075132
"DJ Vinroc Presents So Much Soul",1
"Antoine 'Fats' Domino",3418
"Skateboards and Blazers",1
"Pearly-Dewdropsâ€™ Drops",2085
"Stone Bird",99291
"I'm Ready",224394
"African Bohemian",224394
Palepoli,162856
Forerunner,195669
"Sacred Love",983
"Promo Only: Mainstream Radio, December 2005",1
"Promo Only: Mainstream Radio, February 2006",1
Sorry,89
"Touch It",493
"Best of Cream",1435
"Walt Disneyâ€™s Fantasia",1391495
"Touch the Sky",2139196
"In the Country",286971
"Quiet Moods",1
"Classical Treasures",253805
"The Heifetz Collection, Volume 17: Sonatas and Partitas",1528849
"Crazy in Love",49627
Skyshaper,5903
"Promo Only: Mainstream Radio, May 2004",1
"1994-04-27: Hole in Your Head: Hollywood Palace, CA, USA",347
"Freiheit fÃ¼r die Sklaven",108200
Biology,64556
"1995-10-09: You Can't Stop Us: Atlanta, GA, USA",347
"Remix CD, Volume 1",338586
"100% Classics",1
"Unreal World",52166
Gorgeous,2312
"The Motion of Love",2312
"1975-11-18: Hammersmith Odeon, London, England, UK",1488075
Tourniquet,187
"Love Action (I Believe in Love)",14758
Esperanto,33980
"Prime Time",14712
"Five Get Over Excited",1772
"The Man Who Killed Love",91246
"The Kanye West Tribute: Indie Translations of the College Dropout",1
Thriller,519
Patti,2810
"Biomechanik III: The Final Chapter",90524
"Gold Lion",42140
"Cantatas, Volume 1: City of London",1536675
Intoxication,42944
"Rock & Pop Remixed, Volume 2",1
"Cassius Presentâ€¦ French Disco â€™03",2087601
"En aldeles forferdelig sykdom",92289
"And All That Could Have Been",347
"Sentimental Journey",15247
"Face Another Day",73664
"The Greatest / Hate",35
Umoja,36038
"Les Inrockuptibles prÃ©sentent : Une rentrÃ©e 2005, Tome 1",1
"Top of the Pops: Best of 1998",1
"Cool Night",2822
Arias,1421497
"Show Your Bones",42140
"The Friend Catcher",48659
"Mr. Clarinet",48659
"Nick the Stripper",48659
"Symphonies no. 35 â€œHaffnerâ€, no. 40, no. 41 â€œJupiterâ€",1943690
"Eugene Onegin",2074567
"SONIC ADVENTURE: Songs with Attitude ~Vocal mini-Album~",1
"A Tribute to Nine Inch Nails",1
"Str8 to Video: The Remixes",46708
"Hilliard Live 4: Guillaume Dufay",1077720
"Antoine Brumel (The Hilliard Ensemble)",311478
"Into Paradise",1193909
"Vindens farver",305770
"Nineteen Eighty-Four: The Music of Oceania",343779
"Blaue Augen",343960
"Midnight Caller",344105
"Vision Valley",37430
Spirits,809485
"Lauri Porra",277206
"Triple J: Hottest 100, Volume 13",1
"Lost: Original Television Soundtrack",57042
"Dance Party",1
"Classical Mosaic",1
"Swan Lake: Suite, op. 20",1045029
"Soundtrack to Your Escape",10984
"The Secret Migration",11544
è„ˆ,830742
"Symphony 1 in G minor, op. 13 â€œWinter Daydreamsâ€",1044396
"Symphony 3 in D major, op. 29",1044396
"Symphony 5 in E minor, op. 64",1044396
"Symphony 6 in B minor, op. 74 "PathÃ©tique"",1044396
"Manfred Symphony in Four Scenes, op. 58",1044396
"Symphony No. 5",1420830
Cool,65422
"Symphonie no. 4 / Capriccio Italien",1448274
"Della on Stage / At Basin Street East",36337
Deliverance,3779
Cage,830742
"Only Parrots, Frogs & Angels",241750
"Bossa Rio",142665
"Second Semester: Kanye Essentials 2",2061521
"Famous Waltzes",2504354
"Massive R&B",1
"American Minor",234153
"Live Airplane Food",817264
"Welcome to Aftermath: The Shady/Aftermath Mixtape",1
"Live au Trianon",118474
Collected,4
"In the Wee Hours",1
"Heaven and Nature Swing",68157
"BBC Music, Volume 12, Number 11: Wind Quintets",1721309
"Sione's Wedding",1
Misery,186273
Cats,1051
Susannah,2290529
"The One",197169
"Play Your Instruments and Make a Pretty Sound",1447440
"John Carpenter's Escape From New York",821311
"â€žDrehmomenteâ€œ: Neue meditative Musik",313793
"Rise My Soul",821406
"Spirit Come",821406
"The Disney Songbook",36687
C'Mon,47816
"Slavonic Dances, op. 46 / Slavonic Dances, op. 72",1500794
"El Cascanueces (Orquesta SinfÃ³nica de Westminster)",122653
"ClÃ¡sicos de Siempre",266317
"The Impossible Dream",348544
"Broken Boy Soldiers",331390
"Act a Fool",80039
"Morton Gould: Spirituals / Fall River Legend / Samuel Barber: Medea",1866595
"Great Pianists of the 20th Century, Volume 31: Andrei Gavrilov",1153661
"Sometimes I Rhyme Slow",348718
"Little Fauss and Big Halsy",1302328
"Love Is a Killer",75488
"Dubstep Allstars, Volume 02: Mixed by DJ Youngsta",471601
Crazy,346360
Introduction,48756
"AhÃ­ vamos",40676
"Symphony No. 6 "Pathetique" / "1812" Overture (Hungarian State Orchestra feat. conductor: Adam Fischer)",122653
"Baby Girl: BeyoncÃ©",349657
"Respect Carter",23772
"The Very Best of Classical Music",1298824
"The Film Music of Jerry Goldsmith",1338
Ruun,47532
"The Romantic Violin",249658
Intermezzo,10239
"Simon Says",846519
"Vinland Saga",843343
"The Good Life: Famous Classical Overtures, Volume 2",1
"The Good Life: Famous Classical Overtures, Volume 3",1
"Villaâ€Lobos par luiâ€mÃªme",1918775
"Southern Comfort",199908
"Suicide Silence",349986
"Classical Music for Home Improvements",1
"Lupe the Jedi",309399
"We Major in This",127482
"Plug City (City on My Back)",160602
"Apocalypse Now",1
"The Piano Concertos / Paganini Rhapsody",970716
"Best-Loved Classics 7",1
"All Summer Long",1135
"Assault & Battery",1003964
"Prokofiev: Violin Concerto no. 1, op. 19 / TchaÃ¯kovsky: SÃ©rÃ©nade mÃ©lancolique, op. 26 / MÃ©lodie / Kabalevsky: Violin Concerto no. 1, op. 48",2054795
"Milhaud: Les ChoÃ©phores / Roussel: Symphony no. 3 in G minor / Honegger: Rugby / Pacific 231",2206195
"Symphony No. 6 "PathÃ©tique"",1418788
"Sad Trees",257594
"Billie Jean",519
"Christmas on Mars",1114
"State of Mind",109886
"Classic CD 68",1
"Lover, the Lord Has Left Us...",207711
"Crossroads, Where Classics Meet Jazz",2017354
"Marche Slav and Other Russian Favorites",1242719
"World Class Listening Problem",39626
"Concert: Great Composers",122653
"Many Moods Of",64710
"Noble, Sentimental & Ambient Waltzes",1140908
"Ars Nova",353261
"Les Plaisirs du Palais: Chansons Ã  boire de la Renaissance",1165059
"Master Cellist",271572
"The Serpent Is Rising",131
Chicago,2726
"Bruckner / Smetana / Verdi",402519
"Organ Sensation",402517
"The Yeah Yeah Yeah Song",1114
6,884963
"Music of the Italian Renaissance",354089
"I Heard You Twice the First Time: Radio Edits",21063
"The Splendors of Russian Opera",1
"Music for a While: Baroque Melodies",32228
"Swan Lake / Nutcracker (Radio Bratislava Symphony Orchestra feat. conductor Kazushi Ono)",122653
"Classic CD, Volume 78: Rattle Special / Dame Joan Sutherland",1
"Rudolf Albert Conducting the Cento Soli Orchestra of Paris",1421115
"Late Orchestration",127482
"Knock the Walls Down",266207
"The American Orchestra",1
"Piano Concerto no. 2 / Paganini Rhapsody",1086533
"Ð“Ñ€ÑƒÐ¿Ð¿Ð° ÐºÑ€Ð¾Ð²Ð¸",162611
"This Night Wonâ€™t Last Forever",2479137
"Whipped Cream & Other Delights Re-Whipped",34720
"ç›®ã‚’ãã‚‰ã—ãŸçž¬é–“ 3 -the thing which solomon overlooked 3-",41488
"ç›®ã‚’ãã‚‰ã—ãŸçž¬é–“ 2 -the thing which solomon overlooked 2-",41488
"The Soul Mixtape",51559
"The Complete EMI Recordings, Volume 1",255964
Blackjack,1201633
"25 Piano Favorites",1
"The World of Gilbert & Sullivan",2478495
"The Survivors",824171
"Beautiful Waltzes",1
"Rarities 1975-1977",338843
"La traviata",1335610
"Tchaikovsky: Piano Concertos Nos. 1-3 / Prokofiev: Piano Concerto No. 5 / BartÃ³k: Piano Concerto No. 2",1014963
Bingo,267502
"Romantic Piano Favourites, Volume 3",22099
"Taking the Long Way",72940
"Il Volo classico",1
"Donâ€™t Play That Song!",487
"Massive R&B: Spring Collection 2006",1
"Love and Other Bruises",181
O'Sinner,281344
"England Made Me",8223
"The High School Graduate",127482
"Iâ€™m Afraid of Americans",956
"Dem a Bomb We",877692
Johnny,9698
Warriors,140170
MatthÃ¤us-Passion,1734898
"Haunted: Original Motion Picture Soundtrack",140170
"Dog Problems",131171
Daylight,361133
"15 Big Ones / Love You",1135
"Smileâ€¦ It Confuses People",358743
"Pure Relaxation Moods",1
"Legend Land",843343
"DJ Smallz & Tapemasters Inc: Road Trip From NYC to Miami",1
"Tchaikovsky: Violin Concerto / Brahms: Hungarian Dances",1112252
"Ð¡Ñ‡Ð°ÑÑ‚Ð»Ð¸Ð²Ð°, Ð¿Ð¾Ñ‚Ð¾Ð¼Ñƒ Ñ‡Ñ‚Ð¾ Ð±ÐµÑ€ÐµÐ¼ÐµÐ½Ð½Ð° (Ð¡Ð¸Ð½Ð¸Ð¹ Ð°Ð»ÑŒÐ±Ð¾Ð¼)",1007767
"Source Tags & Codes",932588
"Classical Ambience",1
"Classical Ambience 2",1
"Send a Prayer",42944
"The Essential Yo-Yo Ma",964694
Versions,2475
"Zamfir in Scandinavia",4029
"FOR YOU",32764
"Escape from Planet Monday",52538
"20 Granite Creek",36555
"PARADE ï½žRESPECTIVE TRACKS OF BUCK-TICKï½ž",1
"Celebration 2000",1
"The American Orchestra",1
"Baby's Got a Temper",44954
"Smart Music - Classical Music for Babies - Playtime",1
"Sleeping Beauty / Swan Lake / Romeo and Juliet - Fantasy Overture",1503237
"Serenade fÃ¼r Streicher / Symphonie No. 4",122653
"E Tag vo dene Tage",324045
"On Christmas Night",6677
"ÐšÐ˜ÐÐžÐ¿Ñ€Ð¾Ð±Ñ‹: Tribute Ð’Ð¸ÐºÑ‚Ð¾Ñ€ Ð¦Ð¾Ð¹",1
"Ultimate NRG",55940
"I Remember Brother Ray",1652099
"Symphonie no. 9 / OuvertÃ¼re Â»CoriolanÂ«",1218465
"Bending the Willow",43787
"What You Want",53142
"The Jungle Book: Original Cast Soundtrack",1350533
"Rosa Mystica",2180502
"In My Mind: The Prequel",836257
"Serenades for Strings",2140393
"Who's Your Daddy?",98146
Chroma,93886
"Final Fantasy XII: Original Soundtrack",97699
"And the Band Played On",44643
Amarantine,88
"Get the Fist",365488
"Touch the Sky",309399
"Guns of Gold",365596
"Wide Open",141153
Pleasureman,324762
"No One Here Gets Out Alive",1757
"Piano Concerto, Op.16 (Armenian Philharmonic Orchestra, feat. piano: Anahit Nersesyan, conductor: E. Khachaturyan)",365954
